"No.","Time","Source","Destination","Protocol","Length","HID Data","Info"
"18761","1239.669243","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18763","1239.685237","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"18765","1239.773242","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18767","1239.829249","1.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"18769","1239.901265","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18771","1240.157294","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18773","1240.245301","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18775","1240.293298","1.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"18777","1240.381310","1.1.1","host","USB","35","0000071200000000","URB_INTERRUPT in"
"18779","1240.389308","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"18781","1240.429312","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18783","1240.533321","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18785","1240.613336","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18787","1240.621329","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18789","1240.701334","1.1.1","host","USB","35","02000c0000000000","URB_INTERRUPT in"
"18791","1240.765344","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18793","1240.781341","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18795","1240.829345","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18797","1240.933370","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18799","1240.973371","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"18801","1241.061373","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18803","1241.149382","1.1.1","host","USB","35","0000190000000000","URB_INTERRUPT in"
"18805","1241.277395","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18807","1241.285396","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"18809","1241.373410","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18811","1241.405409","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"18813","1241.517422","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18815","1241.533422","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"18817","1241.605431","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18819","1241.861471","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18821","1241.893476","1.1.1","host","USB","35","02002c0000000000","URB_INTERRUPT in"
"18823","1241.981475","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18825","1242.045482","1.1.1","host","USB","35","0200250000000000","URB_INTERRUPT in"
"18827","1242.117495","1.1.1","host","USB","35","0000250000000000","URB_INTERRUPT in"
"18829","1242.125490","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18831","1242.213509","1.1.1","host","USB","35","00001a0000000000","URB_INTERRUPT in"
"18833","1242.325523","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18835","1242.333509","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"18837","1242.445528","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18839","1242.453520","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"18841","1242.533535","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18843","1242.541539","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"18845","1242.621554","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18847","1242.669551","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18849","1242.797563","1.1.1","host","USB","35","0200250000000000","URB_INTERRUPT in"
"18851","1242.885565","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18853","1242.925571","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18855","1243.013578","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18857","1243.085588","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18859","1243.125592","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"18861","1243.189600","1.1.1","host","USB","35","0000171200000000","URB_INTERRUPT in"
"18863","1243.205602","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"18865","1243.245602","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18867","1243.317622","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18869","1243.397624","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18871","1243.493635","1.1.1","host","USB","35","00000e0000000000","URB_INTERRUPT in"
"18873","1243.573640","1.1.1","host","USB","35","00000e1100000000","URB_INTERRUPT in"
"18875","1243.597643","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"18877","1243.629646","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18879","1243.685652","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"18881","1243.773661","1.1.1","host","USB","35","0000121a00000000","URB_INTERRUPT in"
"18883","1243.781662","1.1.1","host","USB","35","00001a0000000000","URB_INTERRUPT in"
"18885","1243.821665","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18887","1243.901676","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18889","1243.957679","1.1.1","host","USB","35","0200380000000000","URB_INTERRUPT in"
"18891","1244.053693","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18893","1244.109705","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18895","1244.157717","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18897","1244.245727","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18899","1244.389733","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18901","1244.461741","1.1.1","host","USB","35","0200060000000000","URB_INTERRUPT in"
"18903","1244.517754","1.1.1","host","USB","35","0000060000000000","URB_INTERRUPT in"
"18905","1244.549749","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18907","1244.581747","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"18909","1244.661761","1.1.1","host","USB","35","0000121800000000","URB_INTERRUPT in"
"18911","1244.709775","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"18913","1244.749765","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18915","1244.813776","1.1.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"18917","1244.909800","1.1.1","host","USB","35","00000f0700000000","URB_INTERRUPT in"
"18919","1244.917790","1.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"18921","1244.981794","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18923","1245.021801","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18925","1245.069810","1.1.1","host","USB","35","02002c0000000000","URB_INTERRUPT in"
"18927","1245.085815","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18929","1245.165814","1.1.1","host","USB","35","02000c0000000000","URB_INTERRUPT in"
"18931","1245.221829","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"18933","1245.245831","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18935","1245.293834","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18937","1245.389839","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18939","1245.653875","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"18941","1245.725882","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18943","1245.733870","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"18945","1245.789880","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18947","1245.821889","1.1.1","host","USB","35","0000190000000000","URB_INTERRUPT in"
"18949","1245.901906","1.1.1","host","USB","35","0000190800000000","URB_INTERRUPT in"
"18951","1245.933906","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"18953","1245.981906","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18955","1245.989893","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18957","1246.085922","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18959","1246.429944","1.1.1","host","USB","35","00000a0000000000","URB_INTERRUPT in"
"18961","1246.509955","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18963","1246.517951","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"18965","1246.605960","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18967","1246.653965","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"18969","1246.733976","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18971","1246.749975","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"18973","1246.813982","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18975","1246.829983","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18977","1246.893992","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18979","1246.990004","1.1.1","host","USB","35","0000100000000000","URB_INTERRUPT in"
"18981","1247.054007","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18983","1247.086012","1.1.1","host","USB","35","00001c0000000000","URB_INTERRUPT in"
"18985","1247.174021","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18987","1247.206023","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"18989","1247.294044","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18991","1247.758090","1.1.1","host","USB","35","00001a0000000000","URB_INTERRUPT in"
"18993","1247.838108","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"18995","1247.862107","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"18997","1247.926110","1.1.1","host","USB","35","00000b1200000000","URB_INTERRUPT in"
"18999","1247.974114","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"19001","1247.990123","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19003","1248.126130","1.1.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"19005","1248.206147","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19007","1248.222138","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"19009","1248.270152","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19011","1248.334146","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19013","1248.398153","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19015","1248.502162","1.1.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"19017","1248.566174","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19019","1248.670178","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"19021","1248.750190","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19023","1248.798192","1.1.1","host","USB","35","0000090000000000","URB_INTERRUPT in"
"19025","1248.838202","1.1.1","host","USB","35","0000090800000000","URB_INTERRUPT in"
"19027","1248.870201","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"19029","1248.902202","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19031","1248.998226","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19033","1249.086237","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19035","1249.094225","1.1.1","host","USB","35","00001a0000000000","URB_INTERRUPT in"
"19037","1249.206235","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19039","1249.254242","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"19041","1249.334260","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19043","1249.478267","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"19045","1249.630291","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19047","1250.366369","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"19049","1250.406369","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19051","1250.614403","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"19053","1250.678400","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19055","1251.038448","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"19057","1251.086443","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19059","1251.110440","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"19061","1251.174455","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19063","1251.214460","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"19065","1251.278473","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19067","1251.374474","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"19069","1251.446489","1.1.1","host","USB","35","0000121800000000","URB_INTERRUPT in"
"19071","1251.486494","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"19073","1251.502481","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19075","1251.510490","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"19077","1251.574500","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19079","1251.630506","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19081","1251.710503","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19083","1251.870521","1.1.1","host","USB","35","00000e0000000000","URB_INTERRUPT in"
"19085","1251.942527","1.1.1","host","USB","35","00000e1100000000","URB_INTERRUPT in"
"19087","1251.958542","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"19089","1251.998533","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19091","1252.062540","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"19093","1252.158553","1.1.1","host","USB","35","00001a0000000000","URB_INTERRUPT in"
"19095","1252.222557","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19097","1252.278572","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"19099","1252.350570","1.1.1","host","USB","35","00000c1100000000","URB_INTERRUPT in"
"19101","1252.374573","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"19103","1252.422577","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19105","1252.478583","1.1.1","host","USB","35","00000a0000000000","URB_INTERRUPT in"
"19107","1252.502589","1.1.1","host","USB","35","00000a2c00000000","URB_INTERRUPT in"
"19109","1252.542591","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19111","1252.614610","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19113","1252.774618","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"19115","1252.846632","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19117","1252.854629","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"19119","1252.934645","1.1.1","host","USB","35","00000b0c00000000","URB_INTERRUPT in"
"19121","1252.950639","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"19123","1252.998645","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19125","1253.038652","1.1.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"19127","1253.110657","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19129","1253.126667","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19131","1253.214678","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19133","1253.270675","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"19135","1253.334681","1.1.1","host","USB","35","0000040500000000","URB_INTERRUPT in"
"19137","1253.350693","1.1.1","host","USB","35","0000050000000000","URB_INTERRUPT in"
"19139","1253.390684","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19141","1253.478702","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"19143","1253.558705","1.1.1","host","USB","35","0000121800000000","URB_INTERRUPT in"
"19145","1253.590708","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"19147","1253.606721","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19149","1253.622707","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"19151","1253.702721","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19153","1253.726730","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19155","1253.814741","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19157","1253.846737","1.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"19159","1253.910737","1.1.1","host","USB","35","0000071800000000","URB_INTERRUPT in"
"19161","1253.918739","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"19163","1254.006748","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19165","1254.038749","1.1.1","host","USB","35","0000060000000000","URB_INTERRUPT in"
"19167","1254.134766","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19169","1254.142763","1.1.1","host","USB","35","00000e0000000000","URB_INTERRUPT in"
"19171","1254.198766","1.1.1","host","USB","35","00000e1600000000","URB_INTERRUPT in"
"19173","1254.230777","1.1.1","host","USB","35","0000160000000000","URB_INTERRUPT in"
"19175","1254.270781","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19177","1254.646815","1.1.1","host","USB","35","0000360000000000","URB_INTERRUPT in"
"19179","1254.718823","1.1.1","host","USB","35","0000362c00000000","URB_INTERRUPT in"
"19181","1254.742826","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19183","1254.838839","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19185","1254.854843","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"19187","1254.942846","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19189","1255.326902","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"19191","1255.438911","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19193","1255.502920","1.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"19195","1255.566918","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19197","1255.630933","1.1.1","host","USB","35","02002c0000000000","URB_INTERRUPT in"
"19199","1255.718937","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"19201","1255.798953","1.1.1","host","USB","35","02000c0000000000","URB_INTERRUPT in"
"19203","1255.862952","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"19205","1255.878965","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19207","1255.966962","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19209","1256.054975","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19211","1256.383010","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"19213","1256.415006","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19215","1256.495012","1.1.1","host","USB","35","0100000000000000","URB_INTERRUPT in"
"19217","1256.743045","1.1.1","host","USB","35","01002a0000000000","URB_INTERRUPT in"
"19219","1256.815058","1.1.1","host","USB","35","0100000000000000","URB_INTERRUPT in"
"19221","1256.863063","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19223","1257.079090","1.1.1","host","USB","35","00001a0000000000","URB_INTERRUPT in"
"19225","1257.143080","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19227","1257.191085","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"19229","1257.255092","1.1.1","host","USB","35","0000121800000000","URB_INTERRUPT in"
"19231","1257.271093","1.1.1","host","USB","35","0000180000000000","URB_INTERRUPT in"
"19233","1257.311095","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19235","1257.431112","1.1.1","host","USB","35","00000f0000000000","URB_INTERRUPT in"
"19237","1257.503128","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19239","1257.519117","1.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"19241","1257.583133","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19243","1257.615131","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19245","1257.679136","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19247","1257.711143","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"19249","1257.783148","1.1.1","host","USB","35","02000c0000000000","URB_INTERRUPT in"
"19251","1257.839154","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"19253","1257.879159","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19255","1257.959164","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19257","1258.039174","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19259","1258.175193","1.1.1","host","USB","35","0000050000000000","URB_INTERRUPT in"
"19261","1258.255196","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19263","1258.279199","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"19265","1258.335220","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19267","1258.407223","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19269","1258.487226","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19271","1258.591247","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"19273","1258.663253","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19275","1258.679248","1.1.1","host","USB","35","0000040000000000","URB_INTERRUPT in"
"19277","1258.743263","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19279","1258.783268","1.1.1","host","USB","35","0000130000000000","URB_INTERRUPT in"
"19281","1258.839265","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19283","1258.927282","1.1.1","host","USB","35","0000130000000000","URB_INTERRUPT in"
"19285","1259.007286","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19287","1259.079294","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"19289","1259.159310","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19291","1259.207304","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"19293","1259.303326","1.1.1","host","USB","35","0000081500000000","URB_INTERRUPT in"
"19295","1259.327319","1.1.1","host","USB","35","0000150000000000","URB_INTERRUPT in"
"19297","1259.399329","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19299","1259.447323","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19301","1259.535332","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19303","1259.639342","1.1.1","host","USB","35","0000090000000000","URB_INTERRUPT in"
"19305","1259.703357","1.1.1","host","USB","35","0000120000000000","URB_INTERRUPT in"
"19307","1259.759358","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19309","1259.791360","1.1.1","host","USB","35","0000150000000000","URB_INTERRUPT in"
"19311","1259.863370","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19313","1259.871367","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19315","1259.927380","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19317","1260.007382","1.1.1","host","USB","35","00000c0000000000","URB_INTERRUPT in"
"19319","1260.071397","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19321","1260.087394","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"19323","1260.151399","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19325","1260.183402","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"19327","1260.247408","1.1.1","host","USB","35","0200380000000000","URB_INTERRUPT in"
"19329","1260.343418","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"19331","1260.359420","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19333","1260.583460","1.1.1","host","USB","35","0000280000000000","URB_INTERRUPT in"
"19335","1260.647466","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19337","1260.727464","1.1.1","host","USB","35","0000280000000000","URB_INTERRUPT in"
"19339","1260.807473","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19341","1260.935488","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"19343","1261.079505","1.1.1","host","USB","35","02000c0000000000","URB_INTERRUPT in"
"19345","1261.135511","1.1.1","host","USB","35","0200000000000000","URB_INTERRUPT in"
"19347","1261.191512","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19349","1261.247528","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"19351","1261.303533","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19353","1261.391545","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"19355","1261.447553","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19357","1261.607571","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"19359","1261.671568","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19361","1261.919597","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"19363","1261.967607","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19365","1262.047611","1.1.1","host","USB","35","00002a0000000000","URB_INTERRUPT in"
"19367","1262.071607","1.1.1","host","USB","35","00002a2c00000000","URB_INTERRUPT in"
"19369","1262.087610","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19371","1262.135622","1.1.1","host","USB","35","00002c1700000000","URB_INTERRUPT in"
"19373","1262.199622","1.1.1","host","USB","35","0000170000000000","URB_INTERRUPT in"
"19375","1262.223629","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19377","1262.231627","1.1.1","host","USB","35","00000b0000000000","URB_INTERRUPT in"
"19379","1262.303642","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19381","1262.335633","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"19383","1262.399646","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
"19385","1262.479652","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19387","1262.751676","1.1.1","host","USB","35","0000080000000000","URB_INTERRUPT in"
"19389","1262.823682","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19391","1262.831681","1.1.1","host","USB","35","0000110000000000","URB_INTERRUPT in"
"19393","1262.895689","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19395","1262.959697","1.1.1","host","USB","35","0000070000000000","URB_INTERRUPT in"
"19397","1263.039705","1.1.1","host","USB","35","0000000000000000","URB_INTERRUPT in"
"19399","1263.111710","1.1.1","host","USB","35","0000360000000000","URB_INTERRUPT in"
"19401","1263.199721","1.1.1","host","USB","35","0000362c00000000","URB_INTERRUPT in"
"19403","1263.207731","1.1.1","host","USB","35","00002c0000000000","URB_INTERRUPT in"
